"","rowid","UNIQUE_ID","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"3548","1360","20041121104",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,1,2,2,1,1
"3549","1364","20081100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3550","1386","20042101104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3551","1387","20042102104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3552","1403","20042103104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3553","1416","20025102104",2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,4,3,2,4,3,2,3,4,3,4,4,3,4,4,3,3
"3554","1417","20026100104",2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,2,4,3,2,3,4,3,4,4,3,4,4,3,3
"3555","1418","20044100104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3556","1429","19305100104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,1,2,1,1,2,2,1,1
"3557","1433","20028101104",2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3
"3558","1437","20028105104",2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3
"3559","1438","20028106104",2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,2
"3560","1442","20067103104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3561","1449","20028108104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3562","1450","20028109104",2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,2
"3563","1454","20048100104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3564","1455","20068101104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3565","1456","20068102104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3566","1459","20001100104",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3567","1460","20002100104",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3568","1461","20003101104",2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,3,2,1,3,3,3,3,3,2,3,3,2,2
"3569","1465","20033100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3570","1466","20049101104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3571","1467","20049102104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3572","1469","20070100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3573","1476","20034100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3574","1477","20035101104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3575","1481","20071100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3576","1482","20072100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3577","1490","20040100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1
"3578","1491","20054100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1
"3579","1492","20073100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3580","1493","20074100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3581","1494","20004100104",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3582","1495","20005100104",3,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,4,4,3,3,4,3,2,4,4,4,4,4,4,4,4,3,3
"3583","1500","20041102104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3584","1503","20055100104",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,1,2,2,1,1
"3585","1505","20075101104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3586","1506","20009100104",3,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,4,4,3,3,4,3,2,4,4,4,4,4,4,4,4,3,3
"3587","1515","20077100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3588","1516","20078101104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3589","1529","20015102104",2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,4,3,2,3,4,3,4,3,3,4,4,3,3
"3590","1645","19260100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3591","1727","18048100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3592","1733","19006100104",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,3,2,2
"3593","1753","18049103104",1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,2,2,2,2
"3594","1776","18052102104",1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,2,2,2
"3595","1780","19009108104",2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,2
"3596","1781","19009109104",2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,2
"3597","1795","18054103104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3598","1797","18054105104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3599","1800","19016100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3600","1810","19103101104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1
"3601","1814","19203100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1
"3602","1818","18061100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3603","1828","19103102104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1
"3604","1854","19208100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1
"3605","1870","19110100104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,2,1,2,1,1,2,2,1,1
"3606","1934","18092100104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3607","1961","21045100104",2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3
"3608","1962","21046100104",1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"3609","1963","21047100104",2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,4,3,3,3,3,3,3
"3610","1964","21048100104",2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,4,3,3,3,3,3,3
"3611","1985","20624100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3612","1986","21049100104",2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,4,3,3,3,3,3,3
"3613","1987","21050100104",2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3
"3614","1988","21051100104",2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,3,2,3,4,3,4,3,3,3,3,3,3
"3615","1989","21052100104",2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,4,3,4,3,3,3,3,3,3
"3616","2005","20628100104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3617","2006","20629100104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3618","2036","20637100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3619","2040","21058100104",0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"3620","2082","20803100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3621","2115","20502100104",0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"3622","2174","20309100104",0,0,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"3623","2180","20401100104",1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"3624","2187","20543100104",0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
"3625","2192","21009100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,2,3,2,2,3,2,2,2
"3626","2195","21014100104",2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,2,4,4,3,4,4,4,4,4,3,3
"3627","2210","20404100104",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,1,2,2,1,1
"3628","2213","20553100104",1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,3,3,2,3,3,2,3,3,2,2
"3629","2225","21021100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,3,2,3,3,3,2,2
"3630","2236","20409100104",0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
